,Title,Published_date,Views,Likes,Comments,Month
1118,Request to PM Modi on the best way to revive India's water,2019-09-08,795,152,17,Sep
1119,How man made ponds have helped revive the bird population?,2019-09-07,5470,422,24,Sep
1120,How to grow food for birds at tree plantation sites?,2019-09-04,1672,107,8,Sep
1121,How is the situation of fires in the Amazon forests similar to India?,2019-09-02,425,57,8,Sep
1122,Should a particular tree species be planted during initial plantations?,2019-08-31,549,55,4,Aug
1123,Amazon rainforests on fire - what can Indian citizens do to prevent such fires?,2019-08-29,645,89,10,Aug
1124,How to find places to plant trees? | Peepal Baba,2019-08-28,8209,575,36,Aug
1125,Peepal Baba's career advice to youngsters,2019-08-26,17383,1250,104,Aug
1126,Is using seed balls a good way to plant trees?,2019-08-24,17022,611,39,Aug
1127,What to do if you don't get permission to plant trees?,2019-08-22,6743,657,71,Aug
1128,An appeal to the government to help us make land greener,2019-08-20,407,75,10,Aug
1129,How to decide which tree species to plant?,2019-08-18,2176,174,14,Aug
1130,Why should saplings be distributed carefully?,2019-08-17,3514,280,18,Aug
1131,What is the mission behind Give Me Trees Trust?,2019-08-15,4889,193,19,Aug
1132,Can drones be used to plant trees? | Peepal Baba,2019-08-13,2073,141,15,Aug
1133,How can forests prevent floods? | Peepal Baba,2019-08-11,4759,123,10,Aug
1134,Why are trees water magnets? | Peepal Baba,2019-08-10,1435,161,13,Aug
1135,The correct way to count planted trees,2019-08-08,1639,97,15,Aug
1136,How to increase the green space around you?,2019-08-06,2130,171,9,Aug
1137,Why is it important to have parks? | Peepal Baba,2019-08-04,520,66,8,Aug
1138,One solution to majority of environmental problems | Peepal Baba,2019-08-02,937,127,5,Aug
1139,An appeal to donate seeds | Peepal Baba,2019-07-30,907,109,24,Jul
1140,How can India revive its groundwater back? | Peepal Baba,2019-07-28,1919,195,14,Jul
1141,Why does Delhi NCR receive minmum rainfall? | Peepal Baba,2019-07-27,694,99,9,Jul
1142,How to increase green cover at home?,2019-07-25,1694,166,13,Jul
1143,Why is planning necessary while planting trees?,2019-07-23,792,82,7,Jul
1144,Why do I love reading comics? | Peepal Baba,2019-07-21,245,24,1,Jul
1145,Peepal Baba on floods during monsoons,2019-07-18,805,112,11,Jul
1146,How to use cow dung as manure?,2019-07-16,89201,1348,90,Jul
1147,What are the benefits of the giloy plant?,2019-07-14,1799,79,6,Jul
1148,What is the simplest solution to pollution?,2019-07-08,1353,156,9,Jul
1149,What is the importance of the babool tree?,2019-07-06,5681,181,14,Jul
1150,Why should we not take food from someone who is stressed?,2019-07-02,780,65,8,Jul
1151,Why should grass not be uprooted?,2019-07-02,647,52,10,Jul
1152,Air pollution is the new keyword for terrorism | Peepal Baba,2019-06-30,717,62,10,Jun
1153,Which tree is very beneficial to plant in urban areas?,2019-06-29,5300,253,13,Jun
1154,How to find the right person for marriage?,2019-06-22,7407,499,48,Jun
1155,How to use coconuts for mulching plants?,2019-06-02,1440,80,5,Jun
1156,Terrace gardening tip 2: How to keep plants cool during summers?,2019-05-26,1882,115,5,May
1157,Terrace gardening tip 1: How to keep plants cool during summers?,2019-05-18,4144,226,15,May
1158,How to use kitchenware as home gardening tools?,2019-05-13,481,47,3,May
1159,How to dispose off plastic?,2019-05-09,12375,391,124,May
1160,The best way to gift plants | Peepal Baba,2019-05-04,2574,223,15,May
1161,How to create compost from crop residues?,2019-05-01,7531,354,18,May
1162,What are the benefits of the Neem tree?,2019-04-23,89365,3026,177,Apr
1163,पूजा सामग्री को पेड़ों के निचे क्यों न रखे? Why we should not keep puja items under the Peepal tree?,2019-04-06,5193,403,37,Apr
1164,How to use plastic bags to decrease impact on the environment?,2019-03-30,978,80,16,Mar
1165,How is depression linked to our environment and food?,2019-03-20,3372,267,15,Mar
1166,How to plant Peepal trees by extracing roots? पीपल की पौध से पेड़ कैसे लगाए?,2019-03-13,44560,1770,149,Mar
1167,Why do I plant trees? मैं पेड़ क्यों लगता हूँ?,2019-03-09,6754,638,66,Mar
1168,How does Lord Hanuman help in planting trees? कैसे हनुमान जी हमारी पेड़ लगाने में मदद करते हैं?,2019-03-03,2919,337,31,Mar
1169,Words of wisdom by the author Ruskin Bond,2019-02-24,761,41,5,Feb
1170,How to make compost from kitchen waste?,2019-02-06,9492,573,38,Feb
1171,How to use garden waste to plant trees?,2019-02-01,755,71,2,Feb
1172,Ashvattha the legend - Full Documentary on the Peepal Tree,2019-01-25,44582,1207,40,Jan
1173,Why should wild grass not be uprooted?,2019-01-23,1372,117,9,Jan
1174,How to purify sewage water using natural techniques?,2019-01-20,32239,1046,51,Jan
1175,What are the benefits of the Babul tree? | Peepal Baba,2019-01-17,12696,443,31,Jan
1176,New Youtube channel - Give Me Trees Trust,2019-01-16,273,14,0,Jan
1177,Why is the banyan tree considered immortal? | Peepal Baba,2019-01-05,29565,1508,146,Jan
1178,Recap - 2018 with Give Me Trees,2018-12-29,353,30,1,Dec
1179,How to decrease air pollution and recharge groundwater?,2018-12-28,17422,1116,69,Dec
1180,The easiest way to convert waste into high quality compost,2018-12-27,2349,133,9,Dec
1181,What are the benefits of the plant yellow oleander?,2018-12-22,12987,464,37,Dec
1182,My perfect tree planting partner | Peepal Baba,2018-12-17,2294,222,16,Dec
1183,How to protect your plants from grazing animals | Peepal Baba,2018-12-11,14106,427,35,Dec
1184,How to differentiate between ornamental plants and native plants?,2018-12-05,7053,385,21,Dec
1185,Why plant trees close together? | Peepal Baba,2018-11-26,73991,3107,149,Nov
1186,Why is the Banyan tree considered so important?,2018-11-19,46429,1616,112,Nov
1187,How feeding pigeons harms the environment? | Peepal Baba,2018-11-17,24141,895,116,Nov
1188,What is the real cause of air pollution in Delhi during Diwali?,2018-11-06,1611,137,9,Nov
1189,How are earthworms beneficial for the soil?,2018-11-04,45423,429,9,Nov
1190,How trees can convert barren land into a forest? | Peepal Baba,2018-10-25,7824,332,21,Oct
1191,How to save the river Ganga? | Peepal Baba,2018-10-23,3121,261,18,Oct
1192,How to give support to growing plants? | Peepal Baba,2018-10-09,1928,121,8,Oct
1193,How to revive dying plants? | Peepal Baba,2018-10-01,4995,280,12,Oct
1194,Why is it important to maintain planted saplings?,2018-09-15,782,58,5,Sep
1195,Give Me Trees Trust - 20 million trees planted in 41 years,2018-08-30,1358,99,12,Aug
1196,"Give Me Trees facilitates plantation of 4,200 trees in Noida mini forest",2018-08-19,7350,454,30,Aug
1197,Are we kiling the tulsi plant in the name of faith?,2018-07-29,1609,109,5,Jul
1198,Is the national tree of India in danger?,2018-07-22,1333,95,12,Jul
1199,The Peepal Baba way - How Peepal Baba learnt the art of planting trees,2018-06-18,1204,90,9,Jun
1200,How to make compost at home,2018-06-13,54278,1789,90,Jun
1201,Are composting machines a good use of money?,2018-05-23,569,47,4,May
1202,"Should we give food to monkeys, pigeons and ants?",2018-05-16,14211,681,69,May
1203,The condition of cows in India,2018-05-12,1529,135,9,May
1204,Peepal tree myths,2018-05-06,78241,1568,131,May
1205,Peepal Baba Live Stream,2018-04-28,0,0,0,Apr
1206,Earth Day is here - Time we finally wake up?,2018-04-28,245,30,1,Apr
1207,Bring back shade on the land,2018-04-15,5571,394,25,Apr
1208,Babool and kikar - How to differentiate between them?,2018-04-09,72248,854,60,Apr
1209,Should we uproot grass while landscaping?,2018-04-02,1087,46,3,Apr
1210,What's the importance of grass?,2018-03-22,5210,322,17,Mar
1211,What is the best way to stop desertification?,2018-03-12,6580,144,6,Mar
1212,What are the solutions to the water crisis in Delhi?,2018-03-08,5736,390,18,Mar
1213,How to protect plants from direct sun,2018-03-02,13311,291,6,Mar
1214,How to plant seeds | Peepal Baba,2018-03-01,5567,202,5,Mar
1215,Bring back the rain! - Peepal Baba,2018-02-15,1970,169,9,Feb
1216,Will the future of humanity look like this?,2018-02-12,778,46,2,Feb
1217,Is Miyawaki method of planting trees practical in India?,2018-02-12,49861,1112,113,Feb
1218,How to plant a sapling,2018-02-09,58031,382,5,Feb
1219,Which are the best trees for the environment,2018-01-29,403438,9018,489,Jan
1220,Peepal Baba interview with One Cup News,2018-01-29,2396,122,15,Jan
1221,Why grass should not be uprooted,2018-01-26,344,20,3,Jan
1222,The cheapest way to plant trees!!,2018-01-23,40937,1848,113,Jan
1223,Banyan tree benefits! (Ficus benghalensis),2018-01-13,106928,1190,39,Jan
1224,Which is the best soil type for plants?,2018-01-04,2259,94,9,Jan
1225,An appeal to plant native trees,2018-01-03,3127,209,21,Jan
1226,Peepal Baba's New Year message to the Give Me Trees Community,2018-01-03,213,18,2,Jan
1227,A Day at Give Me Trees Jaunapur nursery,2017-12-26,722,35,3,Dec
1228,Peepal Baba at 20th anniversary of Mayur Infomail,2017-12-24,205,16,2,Dec
1229,Peepal Baba Mini forest in Delhi NCR,2017-12-23,5048,216,7,Dec
1230,The Green Army -Volunteers speak up on Peepal Baba and Give Me Trees,2017-12-18,1127,93,6,Dec
1231,The Green Development - Short stories part 1,2017-12-17,505,22,1,Dec
1232,Fertilizers and pesticides should be banned?,2017-12-12,566,52,4,Dec
1233,How to save plants from pollution,2017-12-07,1462,79,8,Dec
1234,Peepal Baba speaks on Art of Living's World Cultural Festival,2017-12-05,366,34,4,Dec
1235,Odd Even rule in Delhi- Peepal Baba interview with Delhi 99.TV,2017-12-05,155,13,0,Dec
1236,Peepal tree religious importance  (Ficus Religiosa),2017-12-01,7089,143,2,Dec
1237,Citizens responsibility towards the environment - Peepal Baba interview with Delhi 99.TV,2017-11-30,168,15,0,Nov
1238,Peepal Baba talks about what has inspired him to plant millions of trees,2017-11-29,4280,301,24,Nov
1239,Why plant Peepal trees - Peepal Baba interview with Delhi 99.TV,2017-11-28,7351,415,31,Nov
1240,Crop burning in Delhi - Peepal Baba's interview with Delhi 99.TV,2017-11-27,379,24,2,Nov
1241,Neem tree benefits! (Azadirachta indica),2017-11-15,58411,601,10,Nov
1242,"Peepal Baba plants mini forest with HCL Foundation in Noida, U.P.",2017-11-13,2613,154,15,Nov
1243,Why is the Peepal tree important ? Benefits of Peepal tree !,2017-10-06,79865,1598,101,Oct
1244,Peepal Baba plants nursery at Gaziabad,2017-09-11,3362,149,12,Sep
1245,How to make saplings from seeds?,2017-09-11,2978,54,1,Sep
1246,Peepal Baba - An Interview at Loksabha TV - Janpaksh,2017-08-20,4697,251,18,Aug
1247,Story of Peepal Baba -founder of Give MeTrees,2017-08-11,6180,192,11,Aug
1248,Peepal Baba on Zee News,2017-07-11,1232,112,3,Jul
1249,Peepal Baba in conversation with Blossom Kochhar,2017-06-18,715,38,1,Jun
1250,How to manure plants!,2016-12-05,3992,227,5,Dec
1251,Peepal Baba explaining how to make sapling bags and uproot seedlings,2016-10-06,17838,639,27,Oct
1252,Home gardening tips in India,2016-10-03,2891,166,11,Oct
1253,Why weeding plants is important?,2016-10-03,3064,184,5,Oct
1254,Loksabha TV Presentation on Peepal Baba,2016-01-12,2064,136,3,Jan
1255,Peepal Baba The man who planted trees,2016-01-12,2439,164,12,Jan
1256,Peepal Baba One Man 10 Million Trees Documentary Official Tr,2016-01-12,550,31,0,Jan
1257,Peepal Baba   The Man Who Planted 1 2 Million Trees,2016-01-12,1236,80,8,Jan
